ID,Pred
2022_1103_1104,0.17285714753528605
2022_1103_1112,0.14123801201869682
2022_1103_1116,0.16591844151188165
2022_1103_1120,0.1514702509062014
2022_1103_1124,0.14350159685122713
2022_1103_1129,0.19930476673414735
2022_1103_1136,0.6674057420056048
2022_1103_1151,0.30181108590283934
2022_1103_1159,0.42257036134867004
2022_1103_1161,0.19732630298107903
2022_1103_1163,0.17023869726115734
2022_1103_1166,0.2893145177278273
2022_1103_1168,0.5925792563121045
2022_1103_1172,0.24342558393528532
2022_1103_1174,0.5450700895729234
2022_1103_1181,0.14597644944329144
2022_1103_1209,0.4827133077101608
2022_1103_1211,0.13969710110482197
2022_1103_1222,0.14721647142900537
2022_1103_1228,0.16454912163974597
2022_1103_1231,0.2088553937428224
2022_1103_1234,0.16102549956226525
2022_1103_1235,0.23236602413307428
2022_1103_1240,0.49819601423809795
2022_1103_1242,0.1488388698945112
2022_1103_1246,0.14404874992376182
2022_1103_1255,0.5290548988640003
2022_1103_1260,0.18466555460918516
2022_1103_1261,0.16731230355588197
2022_1103_1266,0.23012942924841945
2022_1103_1272,0.1800620615714254
2022_1103_1274,0.25597701493434744
2022_1103_1276,0.18280157636043465
2022_1103_1277,0.2051569737578486
2022_1103_1286,0.5008583007439682
2022_1103_1293,0.21257112002608122
2022_1103_1308,0.3248186838216058
2022_1103_1313,0.6368301180561006
2022_1103_1314,0.1876232973089577
2022_1103_1323,0.22835098377250473
2022_1103_1326,0.1783075863819835
2022_1103_1344,0.2106367378498517
2022_1103_1345,0.1536648128674775
2022_1103_1350,0.3294652579695067
2022_1103_1353,0.2802732052292951
2022_1103_1355,0.2861614284476084
2022_1103_1361,0.1854405473604716
2022_1103_1362,0.1765517951821736
2022_1103_1371,0.19722849631067368
2022_1103_1388,0.17265681256102366
2022_1103_1389,0.5047590991152373
2022_1103_1394,0.8321089012075262
2022_1103_1395,0.23258980017431652
2022_1103_1397,0.15775686120601168
2022_1103_1400,0.16535991355074522
2022_1103_1403,0.1579273209087757
2022_1103_1411,0.7457381091646804
2022_1103_1412,0.2227781670749557
2022_1103_1417,0.1536212745767807
2022_1103_1425,0.2000428305136747
2022_1103_1436,0.27340096969713606
2022_1103_1437,0.15556900524617473
2022_1103_1439,0.18842834682558868
2022_1103_1458,0.19078663173954827
2022_1103_1460,0.5809556238143383
2022_1103_1461,0.2989136883317418
2022_1103_1463,0.5200394460466043
2022_1104_1112,0.4404013368829306
2022_1104_1116,0.48767176320559696
2022_1104_1120,0.46068035262004464
2022_1104_1124,0.4449751631892429
2022_1104_1129,0.5436056026460008
2022_1104_1136,0.9056794853051116
2022_1104_1151,0.6741078151068098
2022_1104_1159,0.7778673471086969
2022_1104_1161,0.5405165509449381
2022_1104_1163,0.49539397418245346
2022_1104_1166,0.660785429762636
2022_1104_1168,0.874368633097206
2022_1104_1172,0.6062371168033259
2022_1104_1174,0.8514833560928103
2022_1104_1181,0.44991810928547377
2022_1104_1209,0.817027599965891
2022_1104_1211,0.43725842518768776
2022_1104_1222,0.45237240328274914
2022_1104_1228,0.4851917015356452
2022_1104_1231,0.5581539359381158
2022_1104_1234,0.478736411698911
2022_1104_1235,0.5915828559184297
2022_1104_1240,0.8261086925612695
2022_1104_1242,0.4555612560424291
2022_1104_1246,0.4460731352204202
2022_1104_1255,0.8431510085985828
2022_1104_1260,0.5201041250245728
2022_1104_1261,0.4901801087904016
2022_1104_1266,0.5885395849633421
2022_1104_1272,0.5123936656842658
2022_1104_1274,0.6221132543148722
2022_1104_1276,0.5170012539796858
2022_1104_1277,0.5525904317054693
2022_1104_1286,0.8276331719975605
2022_1104_1293,0.5636565509876997
2022_1104_1308,0.6971573454986355
2022_1104_1313,0.8935135834743133
2022_1104_1314,0.5249751867211725
2022_1104_1323,0.5860999788382761
2022_1104_1326,0.5094128463145947
2022_1104_1344,0.5608026732876764
2022_1104_1345,0.46490035271064817
2022_1104_1350,0.701595543740046
2022_1104_1353,0.6507653455338421
2022_1104_1355,0.6573283880807451
2022_1104_1361,0.5213866447965018
2022_1104_1362,0.5064060327877681
2022_1104_1371,0.5403631544698753
2022_1104_1388,0.49964954712966747
2022_1104_1389,0.8298477838553547
2022_1104_1394,0.9595407569760156
2022_1104_1395,0.5918858336028878
2022_1104_1397,0.47265185958838496
2022_1104_1400,0.4866620873498663
2022_1104_1403,0.47297149829631957
2022_1104_1411,0.9334865002421509
2022_1104_1412,0.5783399917584983
2022_1104_1417,0.46481706242728105
2022_1104_1425,0.5447512268492026
2022_1104_1436,0.6429237022440146
2022_1104_1437,0.4685262369203847
2022_1104_1439,0.5262899885517063
2022_1104_1458,0.5301147461045491
2022_1104_1460,0.8690072448823668
2022_1104_1461,0.671071602725496
2022_1104_1463,0.8383107591448109
2022_1112_1116,0.5474097629102813
2022_1112_1120,0.520470901622142
2022_1112_1124,0.5046346215130849
2022_1112_1129,0.6021424598817074
2022_1112_1136,0.9242483211772039
2022_1112_1151,0.724392749258084
2022_1112_1159,0.8165003646770894
2022_1112_1161,0.5991574591676538
2022_1112_1163,0.5550530884203665
2022_1112_1166,0.7122485248320902
2022_1112_1168,0.8984101906116486
2022_1112_1172,0.6617395068301127
2022_1112_1174,0.8792998223496721
2022_1112_1181,0.5096317685134226
2022_1112_1209,0.8501618418535521
2022_1112_1211,0.49680936513373847
2022_1112_1222,0.5121085488245646
2022_1112_1228,0.5449490446025986
2022_1112_1231,0.6161424480538102
2022_1112_1234,0.5385303901798536
2022_1112_1235,0.647951318132721
2022_1112_1240,0.8578844957612254
2022_1112_1242,0.5153222423365335
2022_1112_1246,0.5057456638517579
2022_1112_1255,0.8722940230917946
2022_1112_1260,0.5793226173437874
2022_1112_1261,0.5498955779031064
2022_1112_1266,0.6450760745987655
2022_1112_1272,0.5717802480273263
2022_1112_1274,0.6765717123620673
2022_1112_1276,0.576290710206725
2022_1112_1277,0.6107999648668865
2022_1112_1286,0.8591778883273902
2022_1112_1293,0.6214127296043722
2022_1112_1308,0.745229895293615
2022_1112_1313,0.9142507484220536
2022_1112_1314,0.5840732816140236
2022_1112_1323,0.642768213761861
2022_1112_1326,0.5688569962158798
2022_1112_1344,0.6186810507287922
2022_1112_1345,0.5247057427869555
2022_1112_1350,0.7492170118012625
2022_1112_1353,0.7030654990930104
2022_1112_1355,0.7090850555604249
2022_1112_1361,0.5805745018688746
2022_1112_1362,0.5659040495867388
2022_1112_1371,0.5990091161813783
2022_1112_1388,0.5592531605878441
2022_1112_1389,0.861055247474645
2022_1112_1394,0.9678819852144013
2022_1112_1395,0.6482373441254403
2022_1112_1397,0.5324621646421993
2022_1112_1400,0.5464083143542787
2022_1112_1403,0.5327813866189692
2022_1112_1411,0.9469019317884249
2022_1112_1412,0.6354097644155391
2022_1112_1417,0.5246222427092129
2022_1112_1425,0.6032483893313221
2022_1112_1436,0.695849338433633
2022_1112_1437,0.5283375214423341
2022_1112_1439,0.5853537064449025
2022_1112_1458,0.5890739301299321
2022_1112_1460,0.8939503502099474
2022_1112_1461,0.7216315642956946
2022_1112_1463,0.8682125376578929
2022_1116_1120,0.47295615298627663
2022_1116_1124,0.45718723095134794
2022_1116_1129,0.5558138225315746
2022_1116_1136,0.9098093827643013
2022_1116_1151,0.6848489817810773
2022_1116_1159,0.7862729414913735
2022_1116_1161,0.5527394156004911
2022_1116_1163,0.5077239660937719
2022_1116_1166,0.6717518803046826
2022_1116_1168,0.8796873777518124
2022_1116_1172,0.6179474435097213
2022_1116_1174,0.8576131980579849
2022_1116_1181,0.46215287629739965
2022_1116_1209,0.8242860894324578
2022_1116_1211,0.4494302011536445
2022_1116_1222,0.46461753952370227
2022_1116_1228,0.497518126685271
2022_1116_1231,0.5702806267382696
2022_1116_1234,0.4910552700360015
2022_1116_1235,0.603443917859917
2022_1116_1240,0.8330805348680653
2022_1116_1242,0.46781897187340343
2022_1116_1246,0.4582904548427051
2022_1116_1255,0.8495639980537953
2022_1116_1260,0.5324002411441778
2022_1116_1261,0.5025095615550615
2022_1116_1266,0.6004293331331085
2022_1116_1272,0.5247068031864018
2022_1116_1274,0.633636762674835
2022_1116_1276,0.5293049227752438
2022_1116_1277,0.564750745328261
2022_1116_1286,0.8345561338485632
2022_1116_1293,0.5757470116401948
2022_1116_1308,0.7074684892302557
2022_1116_1313,0.8981162494867778
2022_1116_1314,0.5372575378474963
2022_1116_1323,0.598012072388038
2022_1116_1326,0.5217309968393369
2022_1116_1344,0.5729122935571133
2022_1116_1345,0.47718910760122984
2022_1116_1350,0.7118180407136835
2022_1116_1353,0.6618899821957094
2022_1116_1355,0.6683505073186908
2022_1116_1361,0.5336793627572923
2022_1116_1362,0.5187283540087005
2022_1116_1371,0.552586721994546
2022_1116_1388,0.5119779916466868
2022_1116_1389,0.8366993481261366
2022_1116_1394,0.961412776344081
2022_1116_1395,0.6037439903405302
2022_1116_1397,0.4849598136451148
2022_1116_1400,0.49898966033230324
2022_1116_1403,0.4852801163384905
2022_1116_1411,0.9364842333555026
2022_1116_1412,0.5903193098740942
2022_1116_1417,0.4771055787064243
2022_1116_1425,0.5569537779119466
2022_1116_1436,0.6541653837697102
2022_1116_1437,0.48082471316092734
2022_1116_1439,0.5385682247971859
2022_1116_1458,0.5423800472587345
2022_1116_1460,0.8745203962289514
2022_1116_1461,0.6818656136665509
2022_1116_1463,0.8448852411515172
2022_1120_1124,0.4841577064732457
2022_1120_1129,0.5823604023841581
2022_1120_1136,0.9183090499878521
2022_1120_1151,0.7077388585802558
2022_1120_1159,0.8039055362909396
2022_1120_1161,0.5793306714138083
2022_1120_1163,0.5347387860854215
2022_1120_1166,0.6951696064145674
2022_1120_1168,0.890684698275582
2022_1120_1172,0.643164650067156
2022_1120_1174,0.870330816653413
2022_1120_1181,0.4891523102175333
2022_1120_1209,0.839423051929256
2022_1120_1211,0.4763446424525452
2022_1120_1222,0.49162934649440704
2022_1120_1228,0.5245685685363469
2022_1120_1231,0.5965901330771111
2022_1120_1234,0.5181166454355365
2022_1120_1235,0.6290437529807404
2022_1120_1240,0.847599966446533
2022_1120_1242,0.4948448716068525
2022_1120_1246,0.48526782982696864
2022_1120_1255,0.8628856078181377
2022_1120_1260,0.5592364684834936
2022_1120_1261,0.5295453865276281
2022_1120_1266,0.6261031960755695
2022_1120_1272,0.5516127053067285
2022_1120_1274,0.6583908769562185
2022_1120_1276,0.5561707033845443
2022_1120_1277,0.5911560939814562
2022_1120_1286,0.8489704803978616
2022_1120_1293,0.6019554383939161
2022_1120_1308,0.7293647066948061
2022_1120_1313,0.907605982031413
2022_1120_1314,0.5640432669084358
2022_1120_1323,0.6237439239834451
2022_1120_1326,0.5486604535855869
2022_1120_1344,0.5991739232975325
2022_1120_1345,0.5042434243184191
2022_1120_1350,0.7335113252469257
2022_1120_1353,0.6856820686990248
2022_1120_1355,0.6918995964709762
2022_1120_1361,0.560502780052802
2022_1120_1362,0.5456796551952156
2022_1120_1371,0.5791801444532262
2022_1120_1388,0.5389713412918019
2022_1120_1389,0.8509603134482285
2022_1120_1394,0.9652351077721266
2022_1120_1395,0.6293363529260392
2022_1120_1397,0.5120232209008841
2022_1120_1400,0.5260363516870635
2022_1120_1403,0.5123436171795864
2022_1120_1411,0.942628553479063
2022_1120_1412,0.6162275743311396
2022_1120_1417,0.504159726479081
2022_1120_1425,0.5834832834160906
2022_1120_1436,0.6782367924483544
2022_1120_1437,0.5078849145326622
