season,day_num,team_id,win_ind
1985,136,1116,True
1985,136,1120,True
1985,136,1207,True
1985,136,1229,True
1985,136,1242,True
1985,136,1246,True
1985,136,1256,True
1985,136,1260,True
1985,136,1314,True
1985,136,1323,True
1985,136,1326,True
1985,136,1328,True
1985,136,1374,True
1985,136,1385,True
1985,136,1396,True
1985,136,1424,True
1985,137,1104,True
1985,137,1130,True
1985,137,1181,True
1985,137,1208,True
1985,137,1210,True
1985,137,1228,True
1985,137,1268,True
1985,137,1272,True
1985,137,1276,True
1985,137,1298,True
1985,137,1301,True
1985,137,1393,True
1985,137,1412,True
1985,137,1431,True
1985,137,1433,True
1985,137,1437,True
1985,138,1120,True
1985,138,1207,True
1985,138,1246,True
1985,138,1256,True
1985,138,1260,True
1985,138,1314,True
1985,138,1328,True
1985,138,1385,True
1985,139,1104,True
1985,139,1130,True
1985,139,1210,True
1985,139,1228,True
1985,139,1268,True
1985,139,1272,True
1985,139,1301,True
1985,139,1437,True
1985,143,1207,True
1985,143,1210,True
1985,143,1272,True
1985,143,1328,True
1985,144,1301,True
1985,144,1314,True
1985,144,1385,True
1985,144,1437,True
1985,145,1207,True
1985,145,1272,True
1985,146,1385,True
1985,146,1437,True
1985,152,1207,True
1985,152,1437,True
1985,154,1437,True
1986,136,1133,True
1986,136,1177,True
1986,136,1181,True
1986,136,1207,True
1986,136,1210,True
1986,136,1242,True
1986,136,1257,True
1986,136,1261,True
1986,136,1272,True
1986,136,1277,True
1986,136,1314,True
1986,136,1328,True
1986,136,1330,True
1986,136,1396,True
1986,136,1412,True
1986,136,1437,True
1986,137,1104,True
1986,137,1114,True
1986,137,1120,True
1986,137,1156,True
1986,137,1228,True
1986,137,1235,True
1986,137,1246,True
1986,137,1268,True
1986,137,1276,True
1986,137,1298,True
1986,137,1301,True
1986,137,1385,True
1986,137,1386,True
1986,137,1393,True
1986,137,1424,True
1986,137,1443,True
1986,138,1177,True
1986,138,1181,True
1986,138,1210,True
1986,138,1242,True
1986,138,1257,True
1986,138,1261,True
1986,138,1277,True
1986,138,1314,True
1986,139,1104,True
1986,139,1120,True
1986,139,1156,True
1986,139,1235,True
1986,139,1246,True
1986,139,1298,True
1986,139,1301,True
1986,139,1424,True
1986,143,1120,True
1986,143,1246,True
1986,143,1257,True
1986,143,1261,True
1986,144,1181,True
1986,144,1242,True
1986,144,1298,True
1986,144,1301,True
1986,145,1257,True
1986,145,1261,True
1986,146,1181,True
1986,146,1242,True
1986,152,1181,True
1986,152,1257,True
1986,154,1257,True
1987,136,1104,True
1987,136,1120,True
1987,136,1122,True
1987,136,1181,True
1987,136,1231,True
1987,136,1243,True
1987,136,1276,True
1987,136,1309,True
1987,136,1314,True
1987,136,1323,True
1987,136,1344,True
1987,136,1395,True
1987,136,1417,True
1987,136,1424,True
1987,136,1461,True
1987,136,1462,True
1987,137,1177,True
1987,137,1196,True
1987,137,1207,True
1987,137,1234,True
1987,137,1242,True
1987,137,1261,True
1987,137,1283,True
1987,137,1326,True
1987,137,1328,True
1987,137,1338,True
1987,137,1345,True
1987,137,1385,True
1987,137,1393,True
1987,137,1396,True
1987,137,1431,True
1987,137,1443,True
1987,138,1104,True
1987,138,1181,True
1987,138,1231,True
1987,138,1314,True
1987,138,1323,True
1987,138,1344,True
1987,138,1424,True
1987,138,1461,True
1987,139,1177,True
1987,139,1196,True
1987,139,1207,True
1987,139,1234,True
1987,139,1242,True
1987,139,1261,True
1987,139,1328,True
1987,139,1393,True
1987,143,1207,True
1987,143,1314,True
1987,143,1344,True
1987,143,1393,True
1987,144,1231,True
1987,144,1234,True
1987,144,1261,True
1987,144,1424,True
1987,145,1344,True
1987,145,1393,True
1987,146,1231,True
1987,146,1424,True
1987,152,1231,True
1987,152,1393,True
1987,154,1231,True
1988,136,1120,True
1988,136,1140,True
1988,136,1177,True
1988,136,1181,True
1988,136,1196,True
1988,136,1243,True
1988,136,1257,True
1988,136,1258,True
1988,136,1272,True
1988,136,1276,True
1988,136,1314,True
1988,136,1328,True
1988,136,1345,True
1988,136,1348,True
1988,136,1374,True
1988,136,1393,True
1988,137,1112,True
1988,137,1207,True
1988,137,1210,True
1988,137,1228,True
1988,137,1234,True
1988,137,1242,True
1988,137,1246,True
1988,137,1268,True
1988,137,1293,True
1988,137,1338,True
1988,137,1350,True
1988,137,1371,True
1988,137,1396,True
1988,137,1424,True
1988,137,1435,True
1988,137,1437,True
1988,138,1181,True
1988,138,1243,True
1988,138,1257,True
1988,138,1276,True
1988,138,1314,True
1988,138,1328,True
1988,138,1345,True
1988,138,1348,True
1988,139,1112,True
1988,139,1234,True
1988,139,1242,True
1988,139,1246,True
1988,139,1350,True
1988,139,1396,True
1988,139,1435,True
1988,139,1437,True
1988,143,1181,True
1988,143,1328,True
1988,143,1396,True
1988,143,1437,True
1988,144,1112,True
1988,144,1242,True
1988,144,1243,True
1988,144,1314,True
1988,145,1181,True
1988,145,1328,True
1988,146,1112,True
1988,146,1242,True
1988,152,1242,True
1988,152,1328,True
1988,154,1242,True
1989,136,1112,True
1989,136,1116,True
1989,136,1123,True
1989,136,1155,True
1989,136,1177,True
1989,136,1181,True
1989,136,1228,True
1989,136,1256,True
1989,136,1257,True
1989,136,1278,True
1989,136,1292,True
1989,136,1328,True
1989,136,1373,True
1989,136,1424,True
1989,136,1438,True
1989,136,1452,True
1989,137,1161,True
1989,137,1191,True
1989,137,1207,True
1989,137,1231,True
1989,137,1234,True
1989,137,1276,True
1989,137,1281,True
1989,137,1301,True
1989,137,1314,True
1989,137,1323,True
1989,137,1371,True
1989,137,1375,True
1989,137,1393,True
1989,137,1400,True
1989,137,1417,True
1989,137,1431,True
1989,138,1112,True
1989,138,1181,True
1989,138,1228,True
1989,138,1257,True
1989,138,1278,True
1989,138,1328,True
1989,138,1424,True
1989,138,1438,True
1989,139,1207,True
1989,139,1231,True
1989,139,1276,True
1989,139,1281,True
1989,139,1301,True
1989,139,1314,True
1989,139,1371,True
1989,139,1393,True
1989,143,1276,True
1989,143,1371,True
1989,143,1424,True
1989,143,1438,True
1989,144,1181,True
1989,144,1207,True
1989,144,1228,True
1989,144,1393,True
1989,145,1276,True
1989,145,1371,True
1989,146,1181,True
1989,146,1228,True
1989,152,1276,True
1989,152,1371,True
1989,154,1276,True
1990,136,1116,True
1990,136,1123,True
1990,136,1143,True
1990,136,1155,True
1990,136,1163,True
1990,136,1173,True
1990,136,1210,True
1990,136,1247,True
1990,136,1257,True
1990,136,1261,True
1990,136,1277,True
1990,136,1314,True
1990,136,1326,True
1990,136,1328,True
1990,136,1364,True
1990,136,1424,True
1990,137,1104,True
1990,137,1112,True
1990,137,1181,True
1990,137,1207,True
1990,137,1242,True
1990,137,1258,True
1990,137,1276,True
1990,137,1278,True
1990,137,1320,True
1990,137,1345,True
1990,137,1385,True
1990,137,1393,True
1990,137,1400,True
1990,137,1417,True
1990,137,1438,True
1990,137,1462,True
1990,138,1116,True
1990,138,1123,True
1990,138,1155,True
1990,138,1163,True
1990,138,1210,True
1990,138,1277,True
1990,138,1314,True
1990,138,1424,True
1990,139,1104,True
1990,139,1181,True
1990,139,1258,True
1990,139,1278,True
1990,139,1393,True
1990,139,1400,True
1990,139,1417,True
1990,139,1462,True
1990,143,1116,True
1990,143,1163,True
1990,143,1181,True
1990,143,1400,True
1990,144,1210,True
1990,144,1258,True
1990,144,1278,True
1990,144,1424,True
1990,145,1116,True
1990,145,1181,True
1990,146,1210,True
1990,146,1424,True
1990,152,1181,True
1990,152,1424,True
1990,154,1424,True
1991,136,1112,True
1991,136,1140,True
1991,136,1163,True
1991,136,1166,True
1991,136,1181,True
1991,136,1199,True
1991,136,1231,True
1991,136,1234,True
1991,136,1242,True
1991,136,1301,True
1991,136,1329,True
1991,136,1338,True
1991,136,1350,True
1991,136,1371,True
1991,136,1396,True
1991,136,1462,True
1991,137,1104,True
1991,137,1113,True
1991,137,1116,True
1991,137,1185,True
1991,137,1207,True
1991,137,1210,True
1991,137,1277,True
1991,137,1314,True
1991,137,1326,True
1991,137,1336,True
1991,137,1385,True
1991,137,1400,True
1991,137,1424,True
1991,137,1428,True
1991,137,1437,True
1991,137,1448,True
1991,138,1112,True
1991,138,1163,True
1991,138,1181,True
1991,138,1231,True
1991,138,1242,True
1991,138,1329,True
1991,138,1371,True
1991,138,1396,True
1991,139,1104,True
1991,139,1116,True
1991,139,1185,True
1991,139,1314,True
1991,139,1326,True
1991,139,1385,True
1991,139,1424,True
1991,139,1428,True
1991,143,1116,True
1991,143,1242,True
1991,143,1371,True
1991,143,1424,True
1991,144,1181,True
1991,144,1314,True
1991,144,1385,True
1991,144,1396,True
1991,145,1242,True
1991,145,1424,True
1991,146,1181,True
1991,146,1314,True
1991,152,1181,True
1991,152,1242,True
1991,154,1181,True
1992,136,1104,True
1992,136,1116,True
1992,136,1163,True
1992,136,1181,True
1992,136,1199,True
1992,136,1207,True
1992,136,1210,True
1992,136,1231,True
1992,136,1234,True
1992,136,1261,True
1992,136,1272,True
1992,136,1281,True
1992,136,1314,True
1992,136,1326,True
1992,136,1371,True
1992,136,1425,True
1992,137,1153,True
1992,137,1190,True
1992,137,1235,True
1992,137,1242,True
1992,137,1246,True
1992,137,1257,True
1992,137,1269,True
1992,137,1276,True
1992,137,1277,True
1992,137,1308,True
1992,137,1329,True
1992,137,1393,True
1992,137,1408,True
1992,137,1417,True
1992,137,1418,True
1992,137,1431,True
1992,138,1181,True
1992,138,1199,True
1992,138,1210,True
1992,138,1231,True
1992,138,1272,True
1992,138,1314,True
1992,138,1326,True
1992,138,1371,True
1992,139,1153,True
1992,139,1246,True
1992,139,1269,True
1992,139,1276,True
1992,139,1308,True
1992,139,1329,True
1992,139,1417,True
1992,139,1431,True
1992,143,1181,True
1992,143,1231,True
1992,143,1246,True
1992,143,1417,True
1992,144,1153,True
1992,144,1272,True
1992,144,1276,True
1992,144,1326,True
1992,145,1181,True
1992,145,1231,True
1992,146,1153,True
1992,146,1276,True
1992,152,1181,True
1992,152,1276,True
1992,154,1181,True
1993,136,1116,True
1993,136,1140,True
1993,136,1143,True
1993,136,1181,True
1993,136,1199,True
1993,136,1228,True
1993,136,1242,True
1993,136,1314,True
1993,136,1348,True
1993,136,1365,True
1993,136,1371,True
1993,136,1385,True
1993,136,1396,True
1993,136,1408,True
1993,136,1435,True
1993,136,1443,True
1993,137,1153,True
1993,137,1203,True
1993,137,1231,True
1993,137,1234,True
1993,137,1246,True
1993,137,1257,True
1993,137,1269,True
1993,137,1276,True
1993,137,1308,True
1993,137,1329,True
1993,137,1380,True
1993,137,1417,True
1993,137,1428,True
1993,137,1438,True
1993,137,1448,True
1993,137,1462,True
1993,138,1116,True
1993,138,1143,True
1993,138,1199,True
1993,138,1242,True
1993,138,1314,True
1993,138,1396,True
1993,138,1435,True
1993,138,1443,True
1993,139,1153,True
1993,139,1203,True
1993,139,1231,True
1993,139,1246,True
1993,139,1257,True
1993,139,1276,True
1993,139,1438,True
1993,139,1448,True
1993,143,1199,True
1993,143,1231,True
1993,143,1242,True
1993,143,1246,True
1993,144,1153,True
1993,144,1276,True
1993,144,1314,True
1993,144,1396,True
1993,145,1242,True
1993,145,1246,True
1993,146,1276,True
1993,146,1314,True
1993,152,1276,True
1993,152,1314,True
1993,154,1314,True
1994,136,1104,True
1994,136,1163,True
1994,136,1196,True
1994,136,1203,True
1994,136,1242,True
1994,136,1268,True
1994,136,1269,True
1994,136,1276,True
1994,136,1281,True
1994,136,1335,True
1994,136,1345,True
1994,136,1393,True
1994,136,1400,True
1994,136,1448,True
1994,136,1453,True
1994,136,1458,True
1994,137,1112,True
1994,137,1116,True
1994,137,1130,True
1994,137,1181,True
1994,137,1207,True
1994,137,1231,True
1994,137,1246,True
1994,137,1257,True
1994,137,1266,True
1994,137,1277,True
1994,137,1278,True
1994,137,1314,True
1994,137,1329,True
1994,137,1396,True
1994,137,1409,True
1994,137,1438,True
1994,138,1163,True
1994,138,1196,True
1994,138,1242,True
1994,138,1268,True
1994,138,1276,True
1994,138,1281,True
1994,138,1345,True
1994,138,1393,True
1994,139,1112,True
1994,139,1116,True
1994,139,1130,True
1994,139,1181,True
1994,139,1231,True
1994,139,1257,True
1994,139,1266,True
1994,139,1409,True
1994,143,1112,True
1994,143,1181,True
1994,143,1281,True
1994,143,1345,True
1994,144,1116,True
